segment_merged,01.04.2015,01.05.2015,01.06.2015,01.07.2015,01.08.2015,01.09.2015,01.10.2015,01.11.2015,01.12.2015,01.01.2016,01.02.2016,01.03.2016,01.04.2016,01.05.2016,01.06.2016,01.07.2016,01.08.2016,01.09.2016,01.10.2016,01.11.2016,01.12.2016,01.01.2017,01.02.2017,01.03.2017,01.04.2017,01.05.2017,01.06.2017,01.07.2017,01.08.2017,01.09.2017,01.10.2017,01.11.2017,01.12.2017,01.01.2018,01.02.2018,01.03.2018,01.04.2018,01.05.2018,01.06.2018,01.07.2018,01.08.2018,01.09.2018,01.10.2018,01.11.2018,01.12.2018,01.01.2019,01.02.2019,01.03.2019,01.04.2019,01.05.2019,01.06.2019,01.07.2019,01.08.2019,01.09.2019,01.10.2019,01.11.2019,01.12.2019,01.01.2020,01.02.2020,01.03.2020,01.04.2020,01.05.2020,01.06.2020,01.07.2020,01.08.2020,01.09.2020,01.10.2020,01.11.2020,01.12.2020,01.01.2021,01.02.2021,01.03.2021,01.04.2021,01.05.2021,01.06.2021,01.07.2021,01.08.2021,01.09.2021,01.10.2021,01.11.2021,01.12.2021
сегмент1,0.108413533,0.101925489,0.093059981,0.082731255,0.074459258,0.069345259,0.066409226,0.063880989,0.06067694,0.05781618,0.054689974,0.051726636,0.049869002,0.050914805,0.045815218,0.045729293,0.050933534,0.050345472,0.048708625,0.047791911,0.047856176,0.048854858,0.048626417,0.048716129,0.049497137,0.041339027,0.046798055,0.047985003,0.047765073,0.047209048,0.048008257,0.046375966,0.045738069,0.047897863,0.049203219,0.05016787,0.050076053,0.051696162,0.052055148,0.052973772,0.053604189,0.053626448,0.052929985,0.054792601,0.056439105,0.057928806,0.059303046,0.059181496,0.059483616,0.059674646,0.059082892,0.063193071,0.063816506,0.062576534,0.072500019,0.077379109,0.078509061,0.079204351,0.081872433,0.083607468,0.083712631,0.084040075,0.084242513,0.078475947,0.078353958,0.082346345,0.070262598,0.062549232,0.061581629,0.060635196,0.058896012,0.059302124,0.060284025,0.059410624,0.057703618,0.05889002,0.05760762,0.056394153,0.059483171,0.060863668,0.062735238
